depth, elements, relations, ram, duration, elements;
2, 6, 2, 69, 432, 505, 
2, 6, 2, 70, 432, 505, 
2, 6, 2, 63, 421, 505, 
2, 6, 2, 63, 417, 505, 
2, 6, 2, 65, 391, 505, 
2, 6, 2, 66, 490, 505, 
2, 6, 2, 63, 393, 505, 
2, 6, 2, 63, 405, 505, 
2, 6, 2, 63, 464, 505, 
2, 6, 2, 66, 386, 505, 
2, 6, 2, 63, 422, 505, 
2, 6, 2, 63, 409, 505, 
2, 6, 2, 63, 416, 505, 
2, 6, 2, 65, 431, 505, 
2, 6, 2, 73, 422, 505, 
2, 6, 2, 67, 465, 505, 
2, 6, 2, 63, 403, 505, 
2, 6, 2, 68, 376, 505, 
2, 6, 2, 69, 430, 505, 
2, 6, 2, 63, 407, 505, 
2, 6, 2, 63, 418, 505, 
2, 6, 2, 71, 408, 505, 
2, 6, 2, 69, 395, 505, 
2, 6, 2, 63, 393, 505, 
2, 6, 2, 70, 427, 505, 
2, 6, 2, 64, 371, 505, 
2, 6, 2, 63, 400, 505, 
2, 6, 2, 65, 403, 505, 
2, 6, 2, 63, 427, 505, 
2, 6, 2, 65, 437, 505, 
2, 6, 2, 63, 433, 505, 
2, 6, 2, 64, 425, 505, 
2, 6, 2, 63, 420, 505, 
2, 6, 2, 63, 437, 505, 
2, 6, 2, 63, 415, 505, 
2, 6, 2, 65, 393, 505, 
2, 6, 2, 66, 415, 505, 
2, 6, 2, 64, 391, 505, 
2, 6, 2, 64, 436, 505, 
2, 6, 2, 64, 385, 505, 
2, 6, 2, 63, 416, 505, 
2, 6, 2, 63, 450, 505, 
2, 6, 2, 63, 402, 505, 
2, 6, 2, 68, 373, 505, 
2, 6, 2, 64, 386, 505, 
2, 6, 2, 63, 376, 505, 
2, 6, 2, 66, 388, 505, 
2, 6, 2, 64, 409, 505, 
2, 6, 2, 64, 392, 505, 
2, 6, 2, 71, 376, 505, 
2, 6, 2, 63, 411, 505, 
2, 6, 2, 63, 384, 505, 
2, 6, 2, 64, 385, 505, 
2, 6, 2, 63, 379, 505, 
2, 6, 2, 64, 479, 505, 
2, 6, 2, 63, 390, 505, 
2, 6, 2, 70, 403, 505, 
2, 6, 2, 63, 469, 505, 
2, 6, 2, 64, 386, 505, 
2, 6, 2, 69, 398, 505, 
2, 6, 2, 68, 437, 505, 
2, 6, 2, 63, 377, 505, 
2, 6, 2, 64, 406, 505, 
2, 6, 2, 63, 475, 505, 
2, 6, 2, 63, 386, 505, 
2, 6, 2, 63, 420, 505, 
2, 6, 2, 63, 425, 505, 
2, 6, 2, 63, 408, 505, 
2, 6, 2, 63, 402, 505, 
2, 6, 2, 69, 384, 505, 
2, 6, 2, 64, 393, 505, 
2, 6, 2, 65, 408, 505, 
2, 6, 2, 70, 388, 505, 
2, 6, 2, 66, 378, 505, 
2, 6, 2, 64, 400, 505, 
2, 6, 2, 78, 389, 505, 
2, 6, 2, 67, 376, 505, 
2, 6, 2, 71, 388, 505, 
2, 6, 2, 69, 448, 505, 
2, 6, 2, 67, 382, 505, 
2, 6, 2, 64, 387, 505, 
2, 6, 2, 63, 416, 505, 
2, 6, 2, 64, 383, 505, 
2, 6, 2, 63, 400, 505, 
2, 6, 2, 69, 428, 505, 
2, 6, 2, 70, 387, 505, 
2, 6, 2, 63, 407, 505, 
2, 6, 2, 63, 395, 505, 
2, 6, 2, 63, 418, 505, 
2, 6, 2, 67, 372, 505, 
2, 6, 2, 64, 409, 505, 
