depth, elements, relations, ram, duration, elements;
2, 3, 50, 90, 411, 736, 
2, 3, 50, 91, 478, 736, 
2, 3, 50, 90, 460, 736, 
2, 3, 50, 90, 436, 736, 
2, 3, 50, 90, 422, 736, 
2, 3, 50, 91, 455, 736, 
2, 3, 50, 90, 427, 736, 
2, 3, 50, 91, 445, 736, 
2, 3, 50, 90, 442, 736, 
2, 3, 50, 90, 439, 736, 
2, 3, 50, 91, 454, 736, 
2, 3, 50, 90, 446, 736, 
2, 3, 50, 91, 444, 736, 
2, 3, 50, 90, 414, 736, 
2, 3, 50, 91, 440, 736, 
2, 3, 50, 91, 431, 736, 
2, 3, 50, 91, 428, 736, 
2, 3, 50, 91, 432, 736, 
2, 3, 50, 90, 476, 736, 
2, 3, 50, 91, 448, 736, 
2, 3, 50, 90, 415, 736, 
2, 3, 50, 91, 447, 736, 
2, 3, 50, 91, 430, 736, 
2, 3, 50, 91, 431, 736, 
2, 3, 50, 91, 433, 736, 
2, 3, 50, 91, 421, 736, 
2, 3, 50, 91, 439, 736, 
2, 3, 50, 91, 430, 736, 
2, 3, 50, 91, 456, 736, 
2, 3, 50, 90, 456, 736, 
2, 3, 50, 91, 434, 736, 
2, 3, 50, 91, 441, 736, 
2, 3, 50, 91, 446, 736, 
2, 3, 50, 91, 459, 736, 
2, 3, 50, 91, 439, 736, 
2, 3, 50, 91, 458, 736, 
2, 3, 50, 91, 444, 736, 
2, 3, 50, 91, 423, 736, 
2, 3, 50, 91, 433, 736, 
2, 3, 50, 91, 465, 736, 
2, 3, 50, 91, 438, 736, 
2, 3, 50, 91, 417, 736, 
2, 3, 50, 91, 442, 736, 
2, 3, 50, 91, 422, 736, 
2, 3, 50, 91, 431, 736, 
2, 3, 50, 91, 444, 736, 
2, 3, 50, 91, 427, 736, 
2, 3, 50, 91, 427, 736, 
2, 3, 50, 91, 444, 736, 
2, 3, 50, 91, 446, 736, 
2, 3, 50, 91, 453, 736, 
2, 3, 50, 91, 429, 736, 
2, 3, 50, 91, 435, 736, 
2, 3, 50, 91, 448, 736, 
2, 3, 50, 91, 428, 736, 
2, 3, 50, 91, 452, 736, 
2, 3, 50, 91, 417, 736, 
2, 3, 50, 91, 458, 736, 
2, 3, 50, 91, 425, 736, 
2, 3, 50, 91, 453, 736, 
2, 3, 50, 91, 453, 736, 
2, 3, 50, 91, 450, 736, 
2, 3, 50, 91, 435, 736, 
2, 3, 50, 91, 411, 736, 
2, 3, 50, 91, 448, 736, 
2, 3, 50, 91, 418, 736, 
2, 3, 50, 91, 426, 736, 
2, 3, 50, 91, 427, 736, 
2, 3, 50, 91, 412, 736, 
2, 3, 50, 91, 428, 736, 
2, 3, 50, 91, 452, 736, 
2, 3, 50, 91, 448, 736, 
2, 3, 50, 91, 448, 736, 
2, 3, 50, 91, 433, 736, 
2, 3, 50, 91, 449, 736, 
2, 3, 50, 91, 425, 736, 
2, 3, 50, 91, 430, 736, 
2, 3, 50, 91, 430, 736, 
2, 3, 50, 91, 430, 736, 
2, 3, 50, 91, 432, 736, 
2, 3, 50, 91, 459, 736, 
2, 3, 50, 91, 415, 736, 
2, 3, 50, 91, 475, 736, 
2, 3, 50, 91, 413, 736, 
2, 3, 50, 91, 439, 736, 
2, 3, 50, 91, 416, 736, 
2, 3, 50, 91, 424, 736, 
2, 3, 50, 91, 425, 736, 
2, 3, 50, 91, 458, 736, 
2, 3, 50, 91, 428, 736, 
2, 3, 50, 91, 463, 736, 
2, 3, 50, 91, 441, 736, 
2, 3, 50, 91, 441, 736, 
2, 3, 50, 91, 439, 736, 
2, 3, 50, 91, 427, 736, 
2, 3, 50, 91, 437, 736, 
2, 3, 50, 91, 456, 736, 
2, 3, 50, 92, 441, 736, 
