depth, elements, relations, ram, duration, elements;
4, 5, 50, 1250, 22596, 29942, 
4, 5, 50, 1250, 21909, 29942, 
4, 5, 50, 1252, 22506, 29942, 
4, 5, 50, 1252, 21786, 29942, 
4, 5, 50, 1250, 22131, 29942, 
4, 5, 50, 1251, 21830, 29942, 
4, 5, 50, 1250, 22422, 29942, 
4, 5, 50, 1251, 22198, 29942, 
4, 5, 50, 1251, 21867, 29942, 
4, 5, 50, 1251, 22415, 29942, 
4, 5, 50, 1249, 22368, 29942, 
4, 5, 50, 1250, 22008, 29942, 
4, 5, 50, 1250, 22389, 29942, 
4, 5, 50, 1250, 22259, 29942, 
4, 5, 50, 1250, 22201, 29942, 
4, 5, 50, 1249, 22485, 29942, 
4, 5, 50, 1250, 22359, 29942, 
4, 5, 50, 1251, 22334, 29942, 
4, 5, 50, 1250, 22422, 29942, 
4, 5, 50, 1249, 21988, 29942, 
4, 5, 50, 1250, 22022, 29942, 
4, 5, 50, 1250, 22376, 29942, 
4, 5, 50, 1252, 22252, 29942, 
4, 5, 50, 1250, 22183, 29942, 
4, 5, 50, 1250, 22534, 29942, 
4, 5, 50, 1251, 22048, 29942, 
4, 5, 50, 1251, 22249, 29942, 
4, 5, 50, 1249, 22236, 29942, 
4, 5, 50, 1250, 22374, 29942, 
4, 5, 50, 1250, 22117, 29942, 
4, 5, 50, 1250, 22461, 29942, 
4, 5, 50, 1250, 21965, 29942, 
4, 5, 50, 1251, 21711, 29942, 
4, 5, 50, 1251, 22386, 29942, 
4, 5, 50, 1250, 22331, 29942, 
4, 5, 50, 1250, 22417, 29942, 
4, 5, 50, 1251, 22405, 29942, 
4, 5, 50, 1252, 22208, 29942, 
4, 5, 50, 1251, 22208, 29942, 
4, 5, 50, 1251, 21912, 29942, 
4, 5, 50, 1250, 22340, 29942, 
4, 5, 50, 1250, 22193, 29942, 
4, 5, 50, 1250, 22181, 29942, 
4, 5, 50, 1250, 22030, 29942, 
4, 5, 50, 1251, 22524, 29942, 
4, 5, 50, 1251, 22298, 29942, 
4, 5, 50, 1250, 22174, 29942, 
4, 5, 50, 1250, 22403, 29942, 
4, 5, 50, 1250, 22127, 29942, 
4, 5, 50, 1250, 22277, 29942, 
4, 5, 50, 1250, 22310, 29942, 
4, 5, 50, 1250, 22558, 29942, 
4, 5, 50, 1251, 22593, 29942, 
4, 5, 50, 1251, 22385, 29942, 
4, 5, 50, 1250, 22755, 29942, 
4, 5, 50, 1251, 22321, 29942, 
4, 5, 50, 1251, 22310, 29942, 
4, 5, 50, 1249, 22426, 29942, 
4, 5, 50, 1252, 22191, 29942, 
4, 5, 50, 1250, 22245, 29942, 
4, 5, 50, 1251, 22055, 29942, 
4, 5, 50, 1252, 22309, 29942, 
4, 5, 50, 1251, 22295, 29942, 
4, 5, 50, 1250, 22010, 29942, 
4, 5, 50, 1253, 21855, 29942, 
4, 5, 50, 1251, 22407, 29942, 
4, 5, 50, 1250, 22263, 29942, 
4, 5, 50, 1251, 22252, 29942, 
4, 5, 50, 1253, 22273, 29942, 
4, 5, 50, 1251, 22361, 29942, 
4, 5, 50, 1251, 22124, 29942, 
4, 5, 50, 1251, 22317, 29942, 
4, 5, 50, 1250, 22256, 29942, 
4, 5, 50, 1250, 22387, 29942, 
4, 5, 50, 1250, 22043, 29942, 
4, 5, 50, 1252, 22072, 29942, 
4, 5, 50, 1251, 22173, 29942, 
4, 5, 50, 1249, 22374, 29942, 
4, 5, 50, 1250, 21938, 29942, 
4, 5, 50, 1251, 22366, 29942, 
4, 5, 50, 1250, 22017, 29942, 
4, 5, 50, 1250, 21863, 29942, 
4, 5, 50, 1251, 22367, 29942, 
4, 5, 50, 1251, 22421, 29942, 
4, 5, 50, 1251, 22108, 29942, 
4, 5, 50, 1249, 22325, 29942, 
4, 5, 50, 1250, 22276, 29942, 
4, 5, 50, 1252, 22307, 29942, 
4, 5, 50, 1251, 22277, 29942, 
4, 5, 50, 1250, 22399, 29942, 
4, 5, 50, 1250, 22096, 29942, 
4, 5, 50, 1252, 22129, 29942, 
4, 5, 50, 1251, 22139, 29942, 
4, 5, 50, 1250, 22438, 29942, 
4, 5, 50, 1251, 22149, 29942, 
4, 5, 50, 1251, 22240, 29942, 
4, 5, 50, 1252, 22597, 29942, 
4, 5, 50, 1251, 22018, 29942, 
4, 5, 50, 1250, 22509, 29942, 
4, 5, 50, 1250, 22411, 29942, 
4, 5, 50, 1252, 22769, 29942, 
4, 5, 50, 1250, 21970, 29942, 
4, 5, 50, 1251, 22490, 29942, 
4, 5, 50, 1250, 22502, 29942, 
4, 5, 50, 1252, 22118, 29942, 
4, 5, 50, 1251, 22355, 29942, 
4, 5, 50, 1250, 22069, 29942, 
4, 5, 50, 1251, 22189, 29942, 
4, 5, 50, 1251, 21979, 29942, 
4, 5, 50, 1252, 22398, 29942, 
4, 5, 50, 1250, 21957, 29942, 
4, 5, 50, 1252, 22388, 29942, 
4, 5, 50, 1250, 22288, 29942, 
4, 5, 50, 1250, 22085, 29942, 
4, 5, 50, 1251, 22029, 29942, 
4, 5, 50, 1251, 22286, 29942, 
4, 5, 50, 1251, 22387, 29942, 
4, 5, 50, 1250, 22044, 29942, 
4, 5, 50, 1251, 21968, 29942, 
4, 5, 50, 1252, 22145, 29942, 
4, 5, 50, 1250, 22475, 29942, 
4, 5, 50, 1251, 22223, 29942, 
4, 5, 50, 1251, 22442, 29942, 
4, 5, 50, 1251, 22308, 29942, 
4, 5, 50, 1251, 22364, 29942, 
4, 5, 50, 1251, 22403, 29942, 
4, 5, 50, 1251, 22410, 29942, 
4, 5, 50, 1252, 22422, 29942, 
4, 5, 50, 1251, 22140, 29942, 
4, 5, 50, 1253, 22647, 29942, 
4, 5, 50, 1251, 22424, 29942, 
4, 5, 50, 1250, 22261, 29942, 
4, 5, 50, 1251, 22483, 29942, 
4, 5, 50, 1252, 22397, 29942, 
4, 5, 50, 1251, 22094, 29942, 
4, 5, 50, 1251, 22162, 29942, 
4, 5, 50, 1253, 22354, 29942, 
4, 5, 50, 1251, 21991, 29942, 
4, 5, 50, 1253, 22234, 29942, 
4, 5, 50, 1251, 22335, 29942, 
4, 5, 50, 1252, 22210, 29942, 
4, 5, 50, 1252, 22350, 29942, 
4, 5, 50, 1251, 22323, 29942, 
4, 5, 50, 1252, 22281, 29942, 
4, 5, 50, 1251, 22424, 29942, 
4, 5, 50, 1251, 22360, 29942, 
4, 5, 50, 1251, 22303, 29942, 
4, 5, 50, 1252, 22244, 29942, 
4, 5, 50, 1252, 22142, 29942, 
4, 5, 50, 1250, 22468, 29942, 
4, 5, 50, 1251, 22646, 29942, 
4, 5, 50, 1251, 22190, 29942, 
4, 5, 50, 1251, 22289, 29942, 
4, 5, 50, 1252, 22213, 29942, 
4, 5, 50, 1252, 22383, 29942, 
4, 5, 50, 1250, 22518, 29942, 
4, 5, 50, 1252, 22290, 29942, 
4, 5, 50, 1251, 22159, 29942, 
4, 5, 50, 1252, 22394, 29942, 
4, 5, 50, 1251, 21964, 29942, 
4, 5, 50, 1251, 22131, 29942, 
4, 5, 50, 1254, 22651, 29942, 
4, 5, 50, 1251, 21848, 29942, 
4, 5, 50, 1251, 22295, 29942, 
4, 5, 50, 1252, 22434, 29942, 
4, 5, 50, 1251, 22382, 29942, 
4, 5, 50, 1252, 22004, 29942, 
4, 5, 50, 1251, 22013, 29942, 
4, 5, 50, 1251, 22340, 29942, 
4, 5, 50, 1250, 22326, 29942, 
4, 5, 50, 1253, 22081, 29942, 
4, 5, 50, 1252, 22569, 29942, 
4, 5, 50, 1252, 22192, 29942, 
4, 5, 50, 1251, 22501, 29942, 
4, 5, 50, 1252, 22404, 29942, 
4, 5, 50, 1252, 22239, 29942, 
4, 5, 50, 1251, 21930, 29942, 
4, 5, 50, 1251, 22462, 29942, 
4, 5, 50, 1251, 22375, 29942, 
4, 5, 50, 1252, 22274, 29942, 
4, 5, 50, 1252, 22069, 29942, 
4, 5, 50, 1252, 22123, 29942, 
4, 5, 50, 1252, 22266, 29942, 
4, 5, 50, 1251, 22474, 29942, 
4, 5, 50, 1252, 22127, 29942, 
4, 5, 50, 1252, 22577, 29942, 
4, 5, 50, 1251, 22005, 29942, 
4, 5, 50, 1250, 22274, 29942, 
4, 5, 50, 1253, 22224, 29942, 
4, 5, 50, 1251, 22330, 29942, 
4, 5, 50, 1252, 22438, 29942, 
4, 5, 50, 1253, 22149, 29942, 
4, 5, 50, 1251, 22543, 29942, 
4, 5, 50, 1253, 22410, 29942, 
4, 5, 50, 1251, 22224, 29942, 
4, 5, 50, 1252, 22403, 29942, 
4, 5, 50, 1253, 22188, 29942, 
4, 5, 50, 1253, 22220, 29942, 
4, 5, 50, 1251, 22509, 29942, 
4, 5, 50, 1252, 22329, 29942, 
