depth, elements, relations, ram, duration, elements;
4, 7, 50, 4372, 89468, 109632, 
4, 7, 50, 4372, 88708, 109632, 
4, 7, 50, 4369, 89557, 109632, 
4, 7, 50, 4374, 88752, 109632, 
4, 7, 50, 4373, 89022, 109632, 
4, 7, 50, 4375, 88182, 109632, 
4, 7, 50, 4374, 89558, 109632, 
4, 7, 50, 4373, 90486, 109632, 
4, 7, 50, 4372, 89432, 109632, 
4, 7, 50, 4372, 89687, 109632, 
4, 7, 50, 4369, 89348, 109632, 
4, 7, 50, 4372, 88369, 109632, 
4, 7, 50, 4372, 88895, 109632, 
4, 7, 50, 4373, 89466, 109632, 
4, 7, 50, 4372, 89066, 109632, 
4, 7, 50, 4373, 88807, 109632, 
4, 7, 50, 4373, 88992, 109632, 
4, 7, 50, 4372, 88415, 109632, 
4, 7, 50, 4373, 88858, 109632, 
4, 7, 50, 4375, 89922, 109632, 
4, 7, 50, 4373, 88823, 109632, 
4, 7, 50, 4374, 89778, 109632, 
4, 7, 50, 4376, 88572, 109632, 
4, 7, 50, 4372, 88902, 109632, 
4, 7, 50, 4372, 88379, 109632, 
4, 7, 50, 4374, 87752, 109632, 
4, 7, 50, 4374, 88782, 109632, 
4, 7, 50, 4374, 88817, 109632, 
4, 7, 50, 4372, 89670, 109632, 
4, 7, 50, 4373, 89284, 109632, 
4, 7, 50, 4374, 89065, 109632, 
4, 7, 50, 4375, 88861, 109632, 
4, 7, 50, 4375, 89080, 109632, 
4, 7, 50, 4375, 88142, 109632, 
4, 7, 50, 4373, 89159, 109632, 
4, 7, 50, 4373, 88661, 109632, 
4, 7, 50, 4369, 88476, 109632, 
4, 7, 50, 4374, 89594, 109632, 
4, 7, 50, 4372, 89168, 109632, 
4, 7, 50, 4373, 88804, 109632, 
4, 7, 50, 4374, 89225, 109632, 
4, 7, 50, 4373, 89136, 109632, 
4, 7, 50, 4373, 88714, 109632, 
4, 7, 50, 4373, 88974, 109632, 
4, 7, 50, 4372, 88440, 109632, 
4, 7, 50, 4373, 89739, 109632, 
4, 7, 50, 4372, 89704, 109632, 
4, 7, 50, 4375, 89406, 109632, 
4, 7, 50, 4375, 88781, 109632, 
4, 7, 50, 4372, 88383, 109632, 
4, 7, 50, 4375, 88426, 109632, 
4, 7, 50, 4372, 87993, 109632, 
4, 7, 50, 4371, 88709, 109632, 
4, 7, 50, 4371, 88115, 109632, 
4, 7, 50, 4370, 88138, 109632, 
4, 7, 50, 4373, 88993, 109632, 
4, 7, 50, 4373, 88618, 109632, 
4, 7, 50, 4373, 88474, 109632, 
4, 7, 50, 4370, 88741, 109632, 
4, 7, 50, 4373, 89900, 109632, 
4, 7, 50, 4372, 89096, 109632, 
4, 7, 50, 4374, 87566, 109632, 
4, 7, 50, 4372, 88976, 109632, 
4, 7, 50, 4370, 88498, 109632, 
4, 7, 50, 4374, 88887, 109632, 
4, 7, 50, 4376, 89498, 109632, 
4, 7, 50, 4375, 89093, 109632, 
4, 7, 50, 4370, 90243, 109632, 
4, 7, 50, 4371, 89029, 109632, 
4, 7, 50, 4376, 88198, 109632, 
4, 7, 50, 4372, 87945, 109632, 
4, 7, 50, 4372, 89945, 109632, 
4, 7, 50, 4372, 88571, 109632, 
4, 7, 50, 4376, 88766, 109632, 
4, 7, 50, 4371, 90050, 109632, 
4, 7, 50, 4373, 89072, 109632, 
4, 7, 50, 4373, 89909, 109632, 
4, 7, 50, 4374, 89387, 109632, 
4, 7, 50, 4371, 88845, 109632, 
4, 7, 50, 4375, 89435, 109632, 
4, 7, 50, 4372, 88536, 109632, 
4, 7, 50, 4374, 88761, 109632, 
4, 7, 50, 4375, 88781, 109632, 
4, 7, 50, 4376, 89480, 109632, 
4, 7, 50, 4372, 88334, 109632, 
4, 7, 50, 4374, 89787, 109632, 
4, 7, 50, 4375, 90424, 109632, 
4, 7, 50, 4375, 93079, 109632, 
4, 7, 50, 4373, 93378, 109632, 
4, 7, 50, 4376, 89013, 109632, 
4, 7, 50, 4377, 88001, 109632, 
4, 7, 50, 4377, 88551, 109632, 
4, 7, 50, 4376, 89555, 109632, 
4, 7, 50, 4374, 88098, 109632, 
4, 7, 50, 4375, 89132, 109632, 
4, 7, 50, 4376, 88448, 109632, 
4, 7, 50, 4370, 88282, 109632, 
4, 7, 50, 4375, 87745, 109632, 
4, 7, 50, 4370, 89506, 109632, 
4, 7, 50, 4373, 88302, 109632, 
4, 7, 50, 4370, 88366, 109632, 
4, 7, 50, 4372, 88216, 109632, 
4, 7, 50, 4372, 89778, 109632, 
4, 7, 50, 4374, 89301, 109632, 
4, 7, 50, 4371, 88649, 109632, 
4, 7, 50, 4374, 90566, 109632, 
4, 7, 50, 4374, 90460, 109632, 
4, 7, 50, 4374, 89538, 109632, 
4, 7, 50, 4375, 89834, 109632, 
4, 7, 50, 4371, 88008, 109632, 
4, 7, 50, 4376, 88226, 109632, 
4, 7, 50, 4373, 89539, 109632, 
4, 7, 50, 4375, 88196, 109632, 
4, 7, 50, 4373, 89589, 109632, 
4, 7, 50, 4375, 89187, 109632, 
4, 7, 50, 4373, 90550, 109632, 
4, 7, 50, 4374, 88985, 109632, 
4, 7, 50, 4370, 88902, 109632, 
4, 7, 50, 4375, 88954, 109632, 
4, 7, 50, 4370, 89818, 109632, 
4, 7, 50, 4372, 88646, 109632, 
4, 7, 50, 4373, 88345, 109632, 
4, 7, 50, 4371, 88775, 109632, 
4, 7, 50, 4373, 88892, 109632, 
4, 7, 50, 4374, 89391, 109632, 
4, 7, 50, 4372, 89215, 109632, 
4, 7, 50, 4373, 88194, 109632, 
4, 7, 50, 4374, 89712, 109632, 
4, 7, 50, 4378, 88242, 109632, 
4, 7, 50, 4377, 89161, 109632, 
4, 7, 50, 4375, 88198, 109632, 
4, 7, 50, 4373, 88282, 109632, 
4, 7, 50, 4373, 89161, 109632, 
4, 7, 50, 4373, 89110, 109632, 
4, 7, 50, 4372, 89262, 109632, 
4, 7, 50, 4372, 89382, 109632, 
4, 7, 50, 4373, 89107, 109632, 
4, 7, 50, 4376, 88874, 109632, 
4, 7, 50, 4375, 88949, 109632, 
4, 7, 50, 4375, 88332, 109632, 
4, 7, 50, 4373, 89100, 109632, 
4, 7, 50, 4376, 89715, 109632, 
4, 7, 50, 4374, 89579, 109632, 
4, 7, 50, 4375, 88958, 109632, 
4, 7, 50, 4376, 88220, 109632, 
4, 7, 50, 4378, 89547, 109632, 
4, 7, 50, 4371, 88691, 109632, 
4, 7, 50, 4369, 89089, 109632, 
4, 7, 50, 4374, 89469, 109632, 
4, 7, 50, 4374, 88715, 109632, 
4, 7, 50, 4374, 89958, 109632, 
4, 7, 50, 4374, 89411, 109632, 
4, 7, 50, 4374, 89814, 109632, 
4, 7, 50, 4375, 90691, 109632, 
4, 7, 50, 4376, 89201, 109632, 
4, 7, 50, 4377, 89956, 109632, 
4, 7, 50, 4374, 88918, 109632, 
4, 7, 50, 4374, 88324, 109632, 
4, 7, 50, 4374, 90838, 109632, 
4, 7, 50, 4375, 89140, 109632, 
4, 7, 50, 4372, 89454, 109632, 
4, 7, 50, 4376, 88862, 109632, 
4, 7, 50, 4371, 89160, 109632, 
4, 7, 50, 4372, 88569, 109632, 
4, 7, 50, 4376, 89792, 109632, 
4, 7, 50, 4378, 88869, 109632, 
4, 7, 50, 4375, 90356, 109632, 
4, 7, 50, 4374, 89448, 109632, 
4, 7, 50, 4371, 88858, 109632, 
4, 7, 50, 4377, 89535, 109632, 
4, 7, 50, 4375, 88647, 109632, 
4, 7, 50, 4374, 88865, 109632, 
4, 7, 50, 4372, 89393, 109632, 
4, 7, 50, 4377, 90066, 109632, 
