depth, elements, relations, ram, duration, elements;
3, 6, 50, 315, 4269, 5833, 
3, 6, 50, 315, 4312, 5833, 
3, 6, 50, 316, 4177, 5833, 
3, 6, 50, 315, 4200, 5833, 
3, 6, 50, 315, 4166, 5833, 
3, 6, 50, 315, 4208, 5833, 
3, 6, 50, 316, 4297, 5833, 
3, 6, 50, 316, 4187, 5833, 
3, 6, 50, 315, 4280, 5833, 
3, 6, 50, 315, 4201, 5833, 
3, 6, 50, 315, 4144, 5833, 
3, 6, 50, 315, 4213, 5833, 
3, 6, 50, 315, 4325, 5833, 
3, 6, 50, 315, 4263, 5833, 
3, 6, 50, 316, 4278, 5833, 
3, 6, 50, 315, 4260, 5833, 
3, 6, 50, 316, 4227, 5833, 
3, 6, 50, 316, 4290, 5833, 
3, 6, 50, 316, 4260, 5833, 
3, 6, 50, 315, 4239, 5833, 
3, 6, 50, 315, 4322, 5833, 
3, 6, 50, 315, 4280, 5833, 
3, 6, 50, 316, 4182, 5833, 
3, 6, 50, 315, 4322, 5833, 
3, 6, 50, 316, 4236, 5833, 
3, 6, 50, 316, 4201, 5833, 
3, 6, 50, 316, 4237, 5833, 
3, 6, 50, 316, 4183, 5833, 
3, 6, 50, 315, 4168, 5833, 
3, 6, 50, 315, 4187, 5833, 
3, 6, 50, 315, 4194, 5833, 
3, 6, 50, 315, 4218, 5833, 
3, 6, 50, 316, 4278, 5833, 
3, 6, 50, 316, 4283, 5833, 
3, 6, 50, 316, 4201, 5833, 
3, 6, 50, 315, 4276, 5833, 
3, 6, 50, 315, 4215, 5833, 
3, 6, 50, 317, 4280, 5833, 
3, 6, 50, 315, 4344, 5833, 
3, 6, 50, 316, 4209, 5833, 
3, 6, 50, 315, 4255, 5833, 
3, 6, 50, 315, 4147, 5833, 
3, 6, 50, 316, 4193, 5833, 
3, 6, 50, 315, 4293, 5833, 
3, 6, 50, 316, 4210, 5833, 
3, 6, 50, 315, 4188, 5833, 
3, 6, 50, 315, 4223, 5833, 
3, 6, 50, 316, 4214, 5833, 
3, 6, 50, 316, 4304, 5833, 
3, 6, 50, 315, 4216, 5833, 
3, 6, 50, 316, 4248, 5833, 
3, 6, 50, 316, 4231, 5833, 
3, 6, 50, 316, 4343, 5833, 
3, 6, 50, 315, 4321, 5833, 
3, 6, 50, 316, 4268, 5833, 
3, 6, 50, 317, 4348, 5833, 
3, 6, 50, 316, 4309, 5833, 
3, 6, 50, 317, 4324, 5833, 
3, 6, 50, 316, 4120, 5833, 
3, 6, 50, 316, 4228, 5833, 
3, 6, 50, 316, 4150, 5833, 
3, 6, 50, 316, 4172, 5833, 
3, 6, 50, 316, 4198, 5833, 
3, 6, 50, 316, 4156, 5833, 
3, 6, 50, 316, 4123, 5833, 
3, 6, 50, 316, 4259, 5833, 
3, 6, 50, 316, 4135, 5833, 
3, 6, 50, 316, 4279, 5833, 
3, 6, 50, 316, 4179, 5833, 
3, 6, 50, 316, 4180, 5833, 
3, 6, 50, 316, 4173, 5833, 
3, 6, 50, 316, 4279, 5833, 
3, 6, 50, 316, 4166, 5833, 
3, 6, 50, 317, 4221, 5833, 
3, 6, 50, 316, 4163, 5833, 
3, 6, 50, 316, 4180, 5833, 
3, 6, 50, 316, 4149, 5833, 
3, 6, 50, 316, 4200, 5833, 
3, 6, 50, 315, 4168, 5833, 
