depth, elements, relations, ram, duration, elements;
1, 4, 50, 75, 385, 635, 
1, 4, 50, 75, 372, 635, 
1, 4, 50, 75, 418, 635, 
1, 4, 50, 75, 412, 635, 
1, 4, 50, 75, 398, 635, 
1, 4, 50, 74, 397, 635, 
1, 4, 50, 75, 428, 635, 
1, 4, 50, 75, 425, 635, 
1, 4, 50, 75, 378, 635, 
1, 4, 50, 75, 388, 635, 
1, 4, 50, 75, 398, 635, 
1, 4, 50, 75, 416, 635, 
1, 4, 50, 75, 393, 635, 
1, 4, 50, 75, 373, 635, 
1, 4, 50, 75, 374, 635, 
1, 4, 50, 75, 396, 635, 
1, 4, 50, 75, 364, 635, 
1, 4, 50, 75, 392, 635, 
1, 4, 50, 75, 391, 635, 
1, 4, 50, 75, 385, 635, 
1, 4, 50, 75, 393, 635, 
1, 4, 50, 75, 375, 635, 
1, 4, 50, 75, 384, 635, 
1, 4, 50, 75, 379, 635, 
1, 4, 50, 75, 425, 635, 
1, 4, 50, 75, 371, 635, 
1, 4, 50, 75, 380, 635, 
1, 4, 50, 75, 367, 635, 
1, 4, 50, 75, 390, 635, 
1, 4, 50, 75, 379, 635, 
1, 4, 50, 75, 373, 635, 
1, 4, 50, 75, 386, 635, 
1, 4, 50, 75, 382, 635, 
1, 4, 50, 75, 418, 635, 
1, 4, 50, 75, 370, 635, 
1, 4, 50, 75, 392, 635, 
1, 4, 50, 75, 359, 635, 
1, 4, 50, 75, 380, 635, 
1, 4, 50, 75, 387, 635, 
1, 4, 50, 75, 367, 635, 
1, 4, 50, 75, 400, 635, 
1, 4, 50, 75, 379, 635, 
1, 4, 50, 75, 415, 635, 
1, 4, 50, 75, 356, 635, 
1, 4, 50, 75, 403, 635, 
1, 4, 50, 75, 363, 635, 
1, 4, 50, 75, 389, 635, 
1, 4, 50, 75, 422, 635, 
1, 4, 50, 75, 373, 635, 
1, 4, 50, 75, 375, 635, 
1, 4, 50, 75, 377, 635, 
1, 4, 50, 75, 399, 635, 
1, 4, 50, 75, 393, 635, 
1, 4, 50, 75, 364, 635, 
1, 4, 50, 75, 374, 635, 
1, 4, 50, 75, 375, 635, 
1, 4, 50, 75, 407, 635, 
1, 4, 50, 75, 388, 635, 
1, 4, 50, 75, 413, 635, 
1, 4, 50, 75, 343, 635, 
1, 4, 50, 75, 379, 635, 
1, 4, 50, 75, 394, 635, 
1, 4, 50, 75, 365, 635, 
1, 4, 50, 75, 400, 635, 
1, 4, 50, 76, 394, 635, 
1, 4, 50, 75, 358, 635, 
1, 4, 50, 76, 392, 635, 
1, 4, 50, 75, 366, 635, 
1, 4, 50, 76, 391, 635, 
1, 4, 50, 75, 382, 635, 
1, 4, 50, 76, 399, 635, 
1, 4, 50, 75, 373, 635, 
1, 4, 50, 76, 413, 635, 
1, 4, 50, 75, 379, 635, 
1, 4, 50, 76, 359, 635, 
1, 4, 50, 75, 383, 635, 
1, 4, 50, 76, 411, 635, 
1, 4, 50, 75, 385, 635, 
1, 4, 50, 76, 404, 635, 
1, 4, 50, 75, 380, 635, 
1, 4, 50, 76, 399, 635, 
1, 4, 50, 75, 362, 635, 
1, 4, 50, 76, 368, 635, 
1, 4, 50, 75, 415, 635, 
1, 4, 50, 76, 420, 635, 
1, 4, 50, 75, 391, 635, 
1, 4, 50, 76, 388, 635, 
1, 4, 50, 75, 363, 635, 
1, 4, 50, 76, 426, 635, 
1, 4, 50, 75, 367, 635, 
1, 4, 50, 76, 367, 635, 
1, 4, 50, 75, 429, 635, 
1, 4, 50, 76, 420, 635, 
1, 4, 50, 75, 400, 635, 
1, 4, 50, 76, 387, 635, 
1, 4, 50, 76, 393, 635, 
1, 4, 50, 76, 390, 635, 
1, 4, 50, 76, 388, 635, 
1, 4, 50, 76, 361, 635, 
1, 4, 50, 75, 364, 635, 
1, 4, 50, 76, 381, 635, 
1, 4, 50, 75, 380, 635, 
1, 4, 50, 76, 386, 635, 
1, 4, 50, 75, 394, 635, 
1, 4, 50, 76, 410, 635, 
1, 4, 50, 76, 380, 635, 
1, 4, 50, 76, 402, 635, 
1, 4, 50, 76, 361, 635, 
1, 4, 50, 76, 390, 635, 
1, 4, 50, 76, 392, 635, 
1, 4, 50, 76, 384, 635, 
1, 4, 50, 76, 365, 635, 
1, 4, 50, 76, 399, 635, 
1, 4, 50, 76, 342, 635, 
1, 4, 50, 76, 375, 635, 
1, 4, 50, 76, 388, 635, 
1, 4, 50, 76, 412, 635, 
1, 4, 50, 76, 364, 635, 
1, 4, 50, 76, 363, 635, 
1, 4, 50, 76, 388, 635, 
1, 4, 50, 76, 391, 635, 
1, 4, 50, 76, 452, 635, 
1, 4, 50, 76, 367, 635, 
1, 4, 50, 76, 374, 635, 
1, 4, 50, 76, 373, 635, 
1, 4, 50, 76, 394, 635, 
1, 4, 50, 76, 385, 635, 
1, 4, 50, 76, 403, 635, 
1, 4, 50, 76, 405, 635, 
1, 4, 50, 76, 375, 635, 
1, 4, 50, 76, 406, 635, 
1, 4, 50, 76, 473, 635, 
1, 4, 50, 76, 404, 635, 
1, 4, 50, 76, 449, 635, 
1, 4, 50, 76, 380, 635, 
1, 4, 50, 76, 370, 635, 
1, 4, 50, 76, 375, 635, 
1, 4, 50, 76, 378, 635, 
1, 4, 50, 76, 384, 635, 
1, 4, 50, 76, 432, 635, 
1, 4, 50, 76, 393, 635, 
1, 4, 50, 76, 379, 635, 
1, 4, 50, 76, 398, 635, 
1, 4, 50, 76, 413, 635, 
1, 4, 50, 76, 392, 635, 
1, 4, 50, 76, 421, 635, 
1, 4, 50, 76, 404, 635, 
1, 4, 50, 76, 380, 635, 
1, 4, 50, 76, 393, 635, 
1, 4, 50, 76, 415, 635, 
1, 4, 50, 76, 385, 635, 
1, 4, 50, 76, 372, 635, 
1, 4, 50, 76, 373, 635, 
1, 4, 50, 76, 353, 635, 
1, 4, 50, 76, 378, 635, 
1, 4, 50, 76, 383, 635, 
1, 4, 50, 76, 403, 635, 
1, 4, 50, 76, 373, 635, 
1, 4, 50, 76, 407, 635, 
1, 4, 50, 76, 365, 635, 
1, 4, 50, 76, 379, 635, 
1, 4, 50, 76, 347, 635, 
1, 4, 50, 76, 355, 635, 
1, 4, 50, 76, 410, 635, 
1, 4, 50, 76, 368, 635, 
1, 4, 50, 76, 367, 635, 
1, 4, 50, 76, 386, 635, 
1, 4, 50, 76, 374, 635, 
1, 4, 50, 76, 342, 635, 
1, 4, 50, 76, 354, 635, 
1, 4, 50, 76, 336, 635, 
1, 4, 50, 76, 331, 635, 
1, 4, 50, 76, 366, 635, 
1, 4, 50, 76, 364, 635, 
1, 4, 50, 76, 351, 635, 
1, 4, 50, 76, 357, 635, 
1, 4, 50, 77, 364, 635, 
1, 4, 50, 76, 456, 635, 
1, 4, 50, 77, 383, 635, 
1, 4, 50, 76, 354, 635, 
1, 4, 50, 77, 411, 635, 
1, 4, 50, 76, 342, 635, 
1, 4, 50, 77, 421, 635, 
1, 4, 50, 76, 356, 635, 
1, 4, 50, 77, 423, 635, 
1, 4, 50, 76, 357, 635, 
1, 4, 50, 77, 353, 635, 
1, 4, 50, 76, 356, 635, 
1, 4, 50, 77, 377, 635, 
1, 4, 50, 76, 341, 635, 
1, 4, 50, 77, 388, 635, 
1, 4, 50, 76, 366, 635, 
1, 4, 50, 77, 459, 635, 
1, 4, 50, 76, 386, 635, 
1, 4, 50, 77, 442, 635, 
1, 4, 50, 76, 337, 635, 
1, 4, 50, 77, 374, 635, 
1, 4, 50, 77, 403, 635, 
1, 4, 50, 77, 356, 635, 
1, 4, 50, 76, 352, 635, 
