depth, elements, relations, ram, duration, elements;
1, 2, 50, 70, 415, 621, 
1, 2, 50, 70, 382, 621, 
1, 2, 50, 70, 360, 621, 
1, 2, 50, 70, 363, 621, 
1, 2, 50, 70, 342, 621, 
1, 2, 50, 70, 349, 621, 
1, 2, 50, 70, 377, 621, 
1, 2, 50, 70, 358, 621, 
1, 2, 50, 70, 379, 621, 
1, 2, 50, 70, 331, 621, 
1, 2, 50, 70, 365, 621, 
1, 2, 50, 70, 388, 621, 
1, 2, 50, 70, 377, 621, 
1, 2, 50, 70, 340, 621, 
1, 2, 50, 70, 342, 621, 
1, 2, 50, 70, 381, 621, 
1, 2, 50, 70, 362, 621, 
1, 2, 50, 71, 345, 621, 
1, 2, 50, 70, 349, 621, 
1, 2, 50, 70, 337, 621, 
1, 2, 50, 70, 343, 621, 
1, 2, 50, 70, 322, 621, 
1, 2, 50, 70, 374, 621, 
1, 2, 50, 70, 340, 621, 
1, 2, 50, 70, 354, 621, 
1, 2, 50, 71, 349, 621, 
1, 2, 50, 70, 377, 621, 
1, 2, 50, 71, 350, 621, 
1, 2, 50, 70, 349, 621, 
1, 2, 50, 70, 352, 621, 
1, 2, 50, 70, 362, 621, 
1, 2, 50, 71, 379, 621, 
1, 2, 50, 70, 353, 621, 
1, 2, 50, 71, 341, 621, 
1, 2, 50, 70, 347, 621, 
1, 2, 50, 71, 360, 621, 
1, 2, 50, 70, 365, 621, 
1, 2, 50, 71, 383, 621, 
1, 2, 50, 70, 404, 621, 
1, 2, 50, 71, 342, 621, 
1, 2, 50, 71, 379, 621, 
1, 2, 50, 71, 372, 621, 
1, 2, 50, 70, 382, 621, 
1, 2, 50, 71, 429, 621, 
1, 2, 50, 70, 359, 621, 
1, 2, 50, 70, 415, 621, 
1, 2, 50, 70, 363, 621, 
1, 2, 50, 71, 417, 621, 
1, 2, 50, 71, 351, 621, 
1, 2, 50, 71, 351, 621, 
1, 2, 50, 71, 370, 621, 
1, 2, 50, 71, 387, 621, 
1, 2, 50, 70, 333, 621, 
1, 2, 50, 70, 344, 621, 
1, 2, 50, 70, 366, 621, 
1, 2, 50, 71, 368, 621, 
1, 2, 50, 71, 362, 621, 
1, 2, 50, 71, 376, 621, 
1, 2, 50, 70, 361, 621, 
1, 2, 50, 70, 338, 621, 
1, 2, 50, 71, 334, 621, 
1, 2, 50, 71, 381, 621, 
1, 2, 50, 70, 336, 621, 
1, 2, 50, 70, 359, 621, 
1, 2, 50, 70, 361, 621, 
1, 2, 50, 71, 339, 621, 
1, 2, 50, 71, 333, 621, 
1, 2, 50, 71, 349, 621, 
1, 2, 50, 70, 373, 621, 
1, 2, 50, 71, 341, 621, 
1, 2, 50, 71, 350, 621, 
1, 2, 50, 71, 352, 621, 
1, 2, 50, 71, 352, 621, 
1, 2, 50, 71, 360, 621, 
1, 2, 50, 71, 372, 621, 
1, 2, 50, 71, 392, 621, 
1, 2, 50, 71, 334, 621, 
1, 2, 50, 71, 413, 621, 
1, 2, 50, 71, 374, 621, 
1, 2, 50, 71, 418, 621, 
1, 2, 50, 71, 406, 621, 
1, 2, 50, 71, 381, 621, 
1, 2, 50, 71, 408, 621, 
1, 2, 50, 71, 376, 621, 
1, 2, 50, 71, 389, 621, 
1, 2, 50, 71, 395, 621, 
1, 2, 50, 71, 420, 621, 
1, 2, 50, 71, 376, 621, 
1, 2, 50, 71, 379, 621, 
1, 2, 50, 71, 417, 621, 
1, 2, 50, 71, 351, 621, 
1, 2, 50, 71, 376, 621, 
1, 2, 50, 71, 338, 621, 
1, 2, 50, 71, 350, 621, 
1, 2, 50, 71, 390, 621, 
1, 2, 50, 71, 361, 621, 
1, 2, 50, 71, 331, 621, 
1, 2, 50, 71, 402, 621, 
1, 2, 50, 71, 365, 621, 
1, 2, 50, 71, 351, 621, 
1, 2, 50, 71, 354, 621, 
1, 2, 50, 71, 362, 621, 
1, 2, 50, 71, 381, 621, 
1, 2, 50, 71, 372, 621, 
1, 2, 50, 71, 380, 621, 
1, 2, 50, 71, 361, 621, 
1, 2, 50, 71, 399, 621, 
1, 2, 50, 71, 358, 621, 
1, 2, 50, 71, 367, 621, 
1, 2, 50, 71, 377, 621, 
1, 2, 50, 71, 363, 621, 
1, 2, 50, 71, 361, 621, 
1, 2, 50, 71, 368, 621, 
1, 2, 50, 71, 446, 621, 
1, 2, 50, 71, 356, 621, 
1, 2, 50, 71, 382, 621, 
1, 2, 50, 71, 372, 621, 
1, 2, 50, 71, 383, 621, 
1, 2, 50, 71, 353, 621, 
1, 2, 50, 71, 389, 621, 
1, 2, 50, 71, 355, 621, 
1, 2, 50, 71, 374, 621, 
1, 2, 50, 71, 396, 621, 
1, 2, 50, 72, 360, 621, 
1, 2, 50, 71, 355, 621, 
1, 2, 50, 71, 402, 621, 
1, 2, 50, 71, 349, 621, 
1, 2, 50, 71, 407, 621, 
1, 2, 50, 71, 384, 621, 
1, 2, 50, 72, 394, 621, 
1, 2, 50, 71, 389, 621, 
1, 2, 50, 72, 390, 621, 
1, 2, 50, 71, 399, 621, 
1, 2, 50, 72, 347, 621, 
1, 2, 50, 71, 354, 621, 
1, 2, 50, 72, 411, 621, 
1, 2, 50, 71, 377, 621, 
1, 2, 50, 71, 374, 621, 
1, 2, 50, 71, 349, 621, 
1, 2, 50, 72, 380, 621, 
1, 2, 50, 71, 360, 621, 
1, 2, 50, 72, 388, 621, 
1, 2, 50, 71, 402, 621, 
1, 2, 50, 72, 391, 621, 
1, 2, 50, 71, 356, 621, 
