depth, elements, relations, ram, duration, elements;
3, 7, 50, 416, 6399, 8790, 
3, 7, 50, 415, 6695, 8790, 
3, 7, 50, 416, 6469, 8790, 
3, 7, 50, 415, 6502, 8790, 
3, 7, 50, 415, 6549, 8790, 
3, 7, 50, 414, 6489, 8790, 
3, 7, 50, 414, 6526, 8790, 
3, 7, 50, 417, 6598, 8790, 
3, 7, 50, 415, 6478, 8790, 
3, 7, 50, 414, 6434, 8790, 
3, 7, 50, 415, 6507, 8790, 
3, 7, 50, 415, 6414, 8790, 
3, 7, 50, 414, 6380, 8790, 
3, 7, 50, 416, 6506, 8790, 
3, 7, 50, 416, 6499, 8790, 
3, 7, 50, 417, 6390, 8790, 
3, 7, 50, 415, 6406, 8790, 
3, 7, 50, 416, 6542, 8790, 
3, 7, 50, 416, 6457, 8790, 
3, 7, 50, 414, 6619, 8790, 
3, 7, 50, 415, 6498, 8790, 
3, 7, 50, 414, 6516, 8790, 
3, 7, 50, 415, 6485, 8790, 
3, 7, 50, 415, 6552, 8790, 
3, 7, 50, 415, 6528, 8790, 
3, 7, 50, 416, 6544, 8790, 
3, 7, 50, 416, 6503, 8790, 
3, 7, 50, 415, 6557, 8790, 
3, 7, 50, 416, 6523, 8790, 
3, 7, 50, 416, 6453, 8790, 
3, 7, 50, 415, 6409, 8790, 
3, 7, 50, 416, 6537, 8790, 
3, 7, 50, 416, 6486, 8790, 
3, 7, 50, 414, 6471, 8790, 
3, 7, 50, 416, 6435, 8790, 
3, 7, 50, 415, 6473, 8790, 
3, 7, 50, 417, 6551, 8790, 
3, 7, 50, 415, 6549, 8790, 
3, 7, 50, 415, 6494, 8790, 
3, 7, 50, 415, 6582, 8790, 
3, 7, 50, 416, 6468, 8790, 
3, 7, 50, 415, 6522, 8790, 
3, 7, 50, 415, 6462, 8790, 
3, 7, 50, 415, 6622, 8790, 
3, 7, 50, 414, 6481, 8790, 
3, 7, 50, 416, 6477, 8790, 
3, 7, 50, 415, 6393, 8790, 
3, 7, 50, 416, 6534, 8790, 
3, 7, 50, 416, 6511, 8790, 
3, 7, 50, 415, 6476, 8790, 
3, 7, 50, 415, 6504, 8790, 
3, 7, 50, 416, 6485, 8790, 
3, 7, 50, 415, 6595, 8790, 
3, 7, 50, 416, 6481, 8790, 
3, 7, 50, 416, 6456, 8790, 
3, 7, 50, 415, 6413, 8790, 
3, 7, 50, 417, 6483, 8790, 
3, 7, 50, 416, 6473, 8790, 
3, 7, 50, 415, 6553, 8790, 
3, 7, 50, 416, 6529, 8790, 
3, 7, 50, 417, 6453, 8790, 
3, 7, 50, 416, 6440, 8790, 
3, 7, 50, 415, 6561, 8790, 
3, 7, 50, 415, 6449, 8790, 
3, 7, 50, 416, 6484, 8790, 
3, 7, 50, 415, 6515, 8790, 
3, 7, 50, 415, 6410, 8790, 
3, 7, 50, 416, 6551, 8790, 
3, 7, 50, 416, 6564, 8790, 
3, 7, 50, 416, 6484, 8790, 
3, 7, 50, 415, 6425, 8790, 
3, 7, 50, 416, 6462, 8790, 
3, 7, 50, 416, 6461, 8790, 
3, 7, 50, 416, 6588, 8790, 
3, 7, 50, 416, 6453, 8790, 
3, 7, 50, 416, 6400, 8790, 
3, 7, 50, 415, 6482, 8790, 
3, 7, 50, 415, 6528, 8790, 
3, 7, 50, 417, 6535, 8790, 
3, 7, 50, 417, 6482, 8790, 
3, 7, 50, 415, 6444, 8790, 
3, 7, 50, 416, 6429, 8790, 
3, 7, 50, 416, 6397, 8790, 
3, 7, 50, 415, 6358, 8790, 
3, 7, 50, 416, 6465, 8790, 
3, 7, 50, 415, 6381, 8790, 
3, 7, 50, 415, 6487, 8790, 
3, 7, 50, 417, 6542, 8790, 
3, 7, 50, 416, 6475, 8790, 
3, 7, 50, 418, 6489, 8790, 
3, 7, 50, 416, 6497, 8790, 
3, 7, 50, 415, 6475, 8790, 
3, 7, 50, 416, 6471, 8790, 
3, 7, 50, 416, 6535, 8790, 
3, 7, 50, 415, 6471, 8790, 
3, 7, 50, 416, 6528, 8790, 
3, 7, 50, 417, 6417, 8790, 
3, 7, 50, 416, 6523, 8790, 
3, 7, 50, 416, 6606, 8790, 
3, 7, 50, 415, 6479, 8790, 
3, 7, 50, 416, 6544, 8790, 
3, 7, 50, 416, 6548, 8790, 
3, 7, 50, 416, 6457, 8790, 
3, 7, 50, 416, 6445, 8790, 
3, 7, 50, 416, 6288, 8790, 
3, 7, 50, 416, 6469, 8790, 
3, 7, 50, 417, 6595, 8790, 
3, 7, 50, 416, 6556, 8790, 
3, 7, 50, 416, 6607, 8790, 
3, 7, 50, 416, 6533, 8790, 
3, 7, 50, 417, 6556, 8790, 
3, 7, 50, 417, 6359, 8790, 
3, 7, 50, 416, 6486, 8790, 
3, 7, 50, 416, 6488, 8790, 
3, 7, 50, 417, 6490, 8790, 
3, 7, 50, 416, 6467, 8790, 
3, 7, 50, 415, 6452, 8790, 
3, 7, 50, 415, 6449, 8790, 
3, 7, 50, 416, 6622, 8790, 
3, 7, 50, 415, 6473, 8790, 
3, 7, 50, 415, 6518, 8790, 
3, 7, 50, 417, 6641, 8790, 
3, 7, 50, 416, 6525, 8790, 
3, 7, 50, 416, 6474, 8790, 
3, 7, 50, 417, 6594, 8790, 
3, 7, 50, 416, 6502, 8790, 
3, 7, 50, 417, 6492, 8790, 
3, 7, 50, 416, 6512, 8790, 
3, 7, 50, 417, 6455, 8790, 
3, 7, 50, 416, 6548, 8790, 
3, 7, 50, 416, 6588, 8790, 
3, 7, 50, 417, 6687, 8790, 
3, 7, 50, 418, 6467, 8790, 
3, 7, 50, 416, 6459, 8790, 
3, 7, 50, 416, 6578, 8790, 
3, 7, 50, 417, 6425, 8790, 
3, 7, 50, 416, 6550, 8790, 
3, 7, 50, 415, 6491, 8790, 
3, 7, 50, 417, 6591, 8790, 
3, 7, 50, 417, 6364, 8790, 
3, 7, 50, 416, 6435, 8790, 
3, 7, 50, 417, 6522, 8790, 
3, 7, 50, 417, 6526, 8790, 
3, 7, 50, 417, 6432, 8790, 
3, 7, 50, 417, 6378, 8790, 
3, 7, 50, 416, 6356, 8790, 
3, 7, 50, 417, 6457, 8790, 
3, 7, 50, 417, 6638, 8790, 
3, 7, 50, 417, 6380, 8790, 
3, 7, 50, 416, 6506, 8790, 
3, 7, 50, 418, 6512, 8790, 
3, 7, 50, 415, 6401, 8790, 
3, 7, 50, 417, 6494, 8790, 
3, 7, 50, 417, 6454, 8790, 
3, 7, 50, 417, 6542, 8790, 
3, 7, 50, 417, 6495, 8790, 
3, 7, 50, 416, 6546, 8790, 
3, 7, 50, 417, 6412, 8790, 
3, 7, 50, 417, 6403, 8790, 
3, 7, 50, 416, 6403, 8790, 
3, 7, 50, 417, 6465, 8790, 
3, 7, 50, 417, 6418, 8790, 
3, 7, 50, 417, 6491, 8790, 
3, 7, 50, 416, 6543, 8790, 
3, 7, 50, 416, 6533, 8790, 
3, 7, 50, 417, 6479, 8790, 
3, 7, 50, 417, 6518, 8790, 
3, 7, 50, 417, 6422, 8790, 
3, 7, 50, 417, 6543, 8790, 
3, 7, 50, 417, 6469, 8790, 
3, 7, 50, 418, 6415, 8790, 
3, 7, 50, 417, 6490, 8790, 
3, 7, 50, 417, 6409, 8790, 
3, 7, 50, 417, 6533, 8790, 
3, 7, 50, 417, 6499, 8790, 
3, 7, 50, 416, 6474, 8790, 
3, 7, 50, 416, 6572, 8790, 
3, 7, 50, 416, 6580, 8790, 
3, 7, 50, 416, 6361, 8790, 
3, 7, 50, 416, 6476, 8790, 
3, 7, 50, 416, 6532, 8790, 
3, 7, 50, 416, 6518, 8790, 
3, 7, 50, 416, 6434, 8790, 
3, 7, 50, 416, 6536, 8790, 
3, 7, 50, 417, 6422, 8790, 
3, 7, 50, 416, 6498, 8790, 
3, 7, 50, 417, 6390, 8790, 
3, 7, 50, 418, 6601, 8790, 
3, 7, 50, 416, 6464, 8790, 
3, 7, 50, 417, 6585, 8790, 
3, 7, 50, 417, 6474, 8790, 
3, 7, 50, 417, 6504, 8790, 
3, 7, 50, 417, 6466, 8790, 
3, 7, 50, 417, 6504, 8790, 
3, 7, 50, 417, 6463, 8790, 
3, 7, 50, 416, 6546, 8790, 
3, 7, 50, 417, 6490, 8790, 
3, 7, 50, 417, 6800, 8790, 
3, 7, 50, 417, 6562, 8790, 
3, 7, 50, 417, 6494, 8790, 
