duration, ram;
42901, 2486, 
39912, 2474, 
37454, 2392, 
37009, 2471, 
39238, 2470, 
36392, 2311, 
36189, 2449, 
42687, 106, 
37423, 2472, 
36856, 526, 
37979, 105, 
40026, 2470, 
38290, 331, 
36339, 1340, 
38635, 591, 
37586, 1212, 
42541, 2472, 
34692, 346, 
36580, 2395, 
37166, 2421, 
36876, 2479, 
39382, 101, 
38785, 1674, 
37673, 2474, 
33915, 2423, 
38215, 2468, 
31005, 2135, 
43168, 132, 
42566, 64, 
31638, 1544, 
43596, 111, 
36525, 2475, 
35395, 2474, 
35752, 2472, 
34999, 1514, 
35031, 1053, 
34313, 113, 
35600, 2366, 
40600, 2477, 
34210, 1713, 
35814, 133, 
34452, 65, 
43540, 2404, 
35058, 2476, 
39345, 248, 
36675, 2468, 
35139, 2350, 
36572, 1265, 
33757, 2204, 
34015, 2329, 
38543, 2471, 
35191, 2481, 
38235, 2482, 
33593, 2468, 
36096, 1094, 
31877, 2474, 
35622, 2479, 
33186, 2472, 
31865, 1296, 
38835, 128, 
35011, 160, 
45479, 101, 
41957, 2475, 
35454, 2471, 
39211, 1554, 
38887, 2472, 
36766, 374, 
36216, 64, 
34980, 2473, 
36870, 2483, 
34268, 2471, 
35837, 2487, 
35940, 1159, 
39386, 2473, 
35172, 2468, 
39425, 2427, 
44097, 334, 
35790, 1322, 
38641, 2471, 
34412, 2474, 
42623, 2473, 
36376, 1229, 
38599, 2318, 
33044, 1143, 
36413, 1359, 
34222, 2359, 
36226, 2364, 
32722, 2486, 
36478, 268, 
39545, 2411, 
37388, 102, 
36261, 2444, 
38804, 2442, 
36874, 115, 
35918, 2485, 
38328, 2474, 
36536, 2469, 
39337, 2469, 
35029, 2478, 
41524, 65, 
41388, 2475, 
40827, 2392, 
37287, 2472, 
35426, 611, 
43092, 108, 
32568, 2479, 
42711, 2471, 
41687, 65, 
45348, 2470, 
34810, 742, 
35417, 1219, 
41035, 2425, 
39237, 1313, 
32675, 2458, 
39892, 2473, 
32910, 2405, 
36588, 2486, 
41705, 2478, 
40987, 2243, 
36493, 2473, 
44312, 2475, 
39756, 2463, 
34755, 2399, 
38224, 126, 
37524, 2491, 
35614, 65, 
37247, 1243, 
39532, 2474, 
37827, 2472, 
34857, 2169, 
37804, 2480, 
36715, 2474, 
38060, 2475, 
39119, 2476, 
39066, 2468, 
39618, 2473, 
39110, 2471, 
37294, 2474, 
40128, 65, 
37228, 1287, 
32508, 1048, 
36341, 2478, 
36833, 2409, 
35583, 2483, 
34334, 2416, 
34298, 337, 
33792, 2473, 
31102, 1180, 
34493, 2470, 
44535, 2467, 
38724, 2337, 
34266, 2483, 
37510, 2471, 
34238, 2474, 
37368, 2381, 
41947, 1640, 
36624, 1995, 
37179, 1645, 
36124, 2247, 
44272, 2474, 
40806, 2474, 
36929, 2256, 
37873, 2473, 
37616, 2470, 
32892, 2405, 
36261, 2475, 
40558, 2473, 
36686, 2469, 
34605, 104, 
35229, 2378, 
47520, 2431, 
37944, 2474, 
32839, 2474, 
39437, 104, 
35822, 1329, 
39388, 2204, 
38358, 2473, 
35851, 1619, 
36207, 2479, 
38785, 2470, 
34995, 65, 
35140, 1683, 
37411, 2485, 
35740, 130, 
36989, 2467, 
32644, 2354, 
35746, 2394, 
36953, 2478, 
37503, 130, 
39520, 1054, 
37351, 119, 
36545, 2010, 
35922, 2431, 
38261, 103, 
42728, 2462, 
35415, 2257, 
34962, 2478, 
39717, 206, 
38475, 2474, 
37486, 108, 
