duration, ram;
42112, 2469, 
40586, 2474, 
56438, 2473, 
43329, 2471, 
41094, 2475, 
37728, 2458, 
39615, 2476, 
40689, 2423, 
38846, 2477, 
38625, 101, 
38369, 2437, 
35429, 2473, 
44051, 2486, 
40634, 2472, 
37485, 2470, 
46338, 2456, 
35104, 1253, 
35137, 2463, 
41774, 103, 
47560, 2472, 
43418, 2475, 
45446, 222, 
42186, 2474, 
43596, 1107, 
39816, 2485, 
35887, 1237, 
37370, 2478, 
37300, 2480, 
37797, 2477, 
43525, 2480, 
36679, 2489, 
36865, 2416, 
41010, 2473, 
43589, 2487, 
37592, 542, 
38975, 2477, 
38782, 1338, 
40644, 2468, 
37608, 2441, 
39216, 2469, 
37255, 2161, 
42604, 2469, 
45795, 103, 
32978, 109, 
37935, 2469, 
40346, 97, 
35701, 2470, 
46478, 2467, 
46533, 156, 
42851, 2471, 
45256, 2466, 
44418, 254, 
41146, 2467, 
38824, 1595, 
43886, 112, 
45770, 2474, 
37865, 2467, 
38354, 2472, 
39202, 2473, 
32764, 2474, 
32162, 2024, 
40407, 1312, 
31847, 992, 
31796, 2468, 
35383, 2476, 
37994, 98, 
34253, 2440, 
34645, 2483, 
40709, 2468, 
40435, 98, 
39699, 2469, 
39932, 2470, 
40621, 2478, 
35386, 465, 
35028, 2468, 
38226, 2480, 
43034, 1314, 
34741, 2471, 
39010, 2151, 
36752, 952, 
37965, 2468, 
35511, 2400, 
39222, 169, 
32511, 2487, 
34950, 2470, 
33651, 2468, 
37276, 2472, 
32638, 2471, 
33619, 98, 
36466, 1388, 
33564, 2394, 
34561, 121, 
34721, 2481, 
41951, 2476, 
37132, 2471, 
37191, 2462, 
33523, 2440, 
43572, 98, 
37635, 2412, 
32186, 2471, 
39207, 127, 
35569, 2468, 
31409, 2484, 
38235, 252, 
41718, 2471, 
39239, 2468, 
34631, 99, 
38247, 2471, 
33902, 2471, 
41907, 2004, 
35884, 2471, 
35238, 1207, 
44729, 2482, 
40565, 2472, 
38899, 2469, 
41919, 2469, 
39438, 103, 
42431, 105, 
34670, 2472, 
37399, 145, 
33236, 2472, 
35160, 151, 
39730, 2482, 
41697, 2199, 
36821, 2127, 
38770, 2475, 
40278, 2470, 
35897, 356, 
37459, 2472, 
42251, 2469, 
35117, 428, 
35853, 1004, 
31455, 409, 
32190, 2473, 
41933, 98, 
37976, 1423, 
37677, 2468, 
40234, 2470, 
39620, 2470, 
39551, 2471, 
39267, 2415, 
38791, 1207, 
38854, 2434, 
37183, 104, 
36406, 1112, 
39144, 2469, 
42022, 1631, 
32480, 1513, 
33319, 2450, 
37950, 2469, 
33790, 2474, 
34646, 2431, 
34603, 1498, 
38726, 2476, 
40291, 2474, 
37373, 2430, 
35989, 2471, 
36172, 119, 
38779, 98, 
36131, 99, 
34449, 2474, 
41978, 2458, 
34931, 2486, 
33731, 1073, 
34875, 2483, 
34400, 2471, 
35468, 2470, 
37125, 2470, 
30327, 2471, 
33832, 2462, 
35109, 114, 
36329, 1245, 
38318, 125, 
41211, 2473, 
39756, 2464, 
38817, 99, 
37329, 2489, 
45531, 2469, 
36195, 2487, 
35665, 1695, 
37363, 1444, 
40090, 2472, 
42217, 2404, 
46221, 106, 
32079, 101, 
37755, 1376, 
42857, 1464, 
35504, 1280, 
43223, 2423, 
40982, 2469, 
35982, 2471, 
39480, 99, 
37127, 109, 
38119, 104, 
38658, 2473, 
41612, 2471, 
38104, 2478, 
36615, 111, 
39593, 2428, 
36680, 116, 
